GO,AncestorGroup,AncestorGroupIndex,Color
GO:0043922,"viral gene expression,viral transcription,modulation of process of other organism,biological process involved in symbiotic interaction",4843.0,891.0
GO:0043923,"viral gene expression,viral transcription,modulation of process of other organism,biological process involved in symbiotic interaction",4843.0,891.0
GO:0043928,"nitrogen compound metabolic process,catabolic process,biosynthetic process,negative regulation of metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,positive regulation of cellular process,negative regulation of cellular process,regulation of cellular process,positive regulation of biological process,negative regulation of biological process,regulation of biological process,regulation of biological quality",3066.0,564.0
GO:0043931,"ossification,multicellular organism development,developmental maturation,anatomical structure development",3382.0,652.0
GO:0043950,"cell communication,signal transduction,positive regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,positive regulation of signaling,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,regulation of biological process",885.0,146.0
GO:0043951,"cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,regulation of biological process",840.0,138.0
GO:0043966,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0043967,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0043968,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0043981,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0043982,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0043984,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0044030,"nitrogen compound metabolic process,regulation of metabolic process,methylation,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,regulation of biological process",3348.0,643.0
GO:0044154,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0044255,"cellular metabolic process,primary metabolic process,organic substance metabolic process",1558.0,313.0
GO:0044257,"nitrogen compound metabolic process,catabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3077.0,566.0
GO:0044267,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0044319,"movement of cell or subcellular component,localization of cell,anatomical structure morphogenesis,anatomical structure development,cell motility,response to stress",2319.0,444.0
GO:0044320,"cellular response to stimulus,response to endogenous stimulus,response to chemical",1600.0,324.0
GO:0044344,"cellular response to stimulus,response to endogenous stimulus,response to chemical",1600.0,324.0
GO:0044458,cellular component organization or biogenesis,1344.0,239.0
GO:0044528,"nitrogen compound metabolic process,catabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,regulation of cellular process,negative regulation of biological process,regulation of biological process,regulation of biological quality",3125.0,578.0
GO:0044539,"macromolecule localization,establishment of localization",2111.0,413.0
